shelter_id,owner_email,name,email,phone,zipcode,address,address_detail,opening_hours,volunteer_info,description,url,created_at,modified_at
1363,user05147@test.com,서울송파 우리 애견보호센터,user05147@test.com,02-3812-8014,05855,서울특별시 송파구 석촌호수 178,5층 164호,"평일 09:00-18:00, 주말 10:00-17:00",주 1회 이상 참여 가능한 분 환영,서울 송파의 서울송파 우리 애견보호센터입니다. 5년간 운영하며 101여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter1363,2025-12-04 03:07:09,2025-12-04 03:07:09
1364,user05154@test.com,강남 은혜 애견보호센터,user05154@test.com,02-9419-4149,06234,서울특별시 강남구 압구정 123,12층 631호,매일 09:00-19:00,"평일 봉사 가능, 1일 체험 가능",서울에 위치한 강남 은혜 애견보호센터입니다. 현재 114여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter1364,2025-12-04 03:07:09,2025-12-04 03:07:09
1365,user05157@test.com,대구수성 여름 보호소,user05157@test.com,053-1884-6923,42061,대구광역시 수성구 양재천 127,3층 620호,"평일 09:00-17:00, 토요일 10:00-15:00","정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",3년 전통의 대구수성 여름 보호소입니다. 대구에서 가장 오래된 보호소로 현재 123마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.shelter1365.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1366,user05161@test.com,경기도용인 축복 보호소,user05161@test.com,031-2337-1374,16827,경기도 용인시 반포대 40,7층 912호,평일 10:00-17:00,"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",경기도용인 축복 보호소은 경기도에서 운영하는 비영리 동물보호시설입니다. 매년 37여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter1366.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1367,user05166@test.com,인천연수 희망 보호소,user05166@test.com,032-8700-1482,21990,인천광역시 연수구 논현 108,10층 564호,연중무휴 08:00-20:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",인천에 위치한 인천연수 희망 보호소입니다. 현재 147여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter1367.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1368,user05170@test.com,서울송파 따뜻한 동물쉼터,user05170@test.com,02-4099-3905,05855,서울특별시 송파구 언주 25,18층 503호,화-일 09:00-18:00 (월요일 휴무),주 1회 이상 참여 가능한 분 환영,서울 소재 서울송파 따뜻한 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 102여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1369,user05172@test.com,나눔 동물쉼터,user05172@test.com,02-5635-3864,06234,서울특별시 강남구 언주 181,17층 573호,화-일 09:00-18:00 (월요일 휴무),"주말 단체 봉사 우선, 평일 개인 봉사 가능",서울 소재 나눔 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 78여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1369.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1370,user05177@test.com,무지개 동물병원,user05177@test.com,02-6119-5704,05855,서울특별시 송파구 삼성 196,5층 280호,월-토 09:00-18:00 (일요일 휴무),"자원봉사 상시 모집, 예약 필수",서울에 위치한 무지개 동물병원입니다. 현재 66여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter1370.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1371,user05179@test.com,달빛 동물쉼터,user05179@test.com,031-6441-3565,16444,경기도 수원시 석촌호수 58,16층 389호,평일 10:00-17:00,"평일 봉사 가능, 1일 체험 가능",경기도에 위치한 달빛 동물쉼터입니다. 현재 85여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter1371,2025-12-04 03:07:09,2025-12-04 03:07:09
1372,user05183@test.com,경기도성남 축복 보호소,user05183@test.com,031-5597-2460,13487,경기도 성남시 삼성 80,8층 712호,월-토 09:00-18:00 (일요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",경기도성남 축복 보호소은 경기도에서 운영하는 비영리 동물보호시설입니다. 매년 148여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1373,user05192@test.com,경기도고양 우리 동물쉼터,user05192@test.com,031-4297-6811,10401,경기도 고양시 도산대 87,13층 354호,월-토 09:00-18:00 (일요일 휴무),학생 봉사활동 확인서 발급 가능,경기도 소재 경기도고양 우리 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 134여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1374,user05193@test.com,따뜻한 동물쉼터,user05193@test.com,032-6351-4382,21556,인천광역시 남동구 학동 168,8층 915호,화-일 09:00-18:00 (월요일 휴무),"평일 봉사 가능, 1일 체험 가능",인천에 위치한 따뜻한 동물쉼터입니다. 현재 22여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.shelter1374.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1375,user05196@test.com,가을 동물병원,user05196@test.com,02-5194-2418,05855,서울특별시 송파구 테헤란 194,6층 687호,월-토 09:00-18:00 (일요일 휴무),"사전 예약 필수, 주말 봉사 가능",가을 동물병원은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 100여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://blog.naver.com/shelter1375,2025-12-04 03:07:09,2025-12-04 03:07:09
1376,user05204@test.com,경기도용인 행복 동물병원,user05204@test.com,031-3129-6292,16827,경기도 용인시 가락 55,6층 581호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,경기도 용인의 경기도용인 행복 동물병원입니다. 8년간 운영하며 141여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1377,user05209@test.com,인천연수 사랑 애견보호센터,user05209@test.com,032-2719-8014,21990,인천광역시 연수구 백제고분 61,11층 409호,"평일 08:30-18:30, 주말 09:00-18:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",인천 소재 인천연수 사랑 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 134여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.shelter1377.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1378,user05210@test.com,축복 애견보호센터,user05210@test.com,02-7690-7196,05855,서울특별시 송파구 봉은사 51,15층 750호,"평일 09:00-17:00, 토요일 10:00-15:00","사전 연락 후 방문, 개인/단체 모두 환영",서울에 위치한 축복 애견보호센터입니다. 현재 24여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.shelter1378.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1379,user05223@test.com,평화 반려동물센터,user05223@test.com,062-2673-9683,61937,광주광역시 서구 삼성 160,20층 474호,매일 09:00-19:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",평화 반려동물센터은 광주에서 운영하는 비영리 동물보호시설입니다. 매년 119여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://blog.naver.com/shelter1379,2025-12-04 03:07:09,2025-12-04 03:07:09
1380,user05227@test.com,대구수성 가을 동물쉼터,user05227@test.com,053-3803-8852,42061,대구광역시 수성구 삼성 129,5층 926호,매일 09:00-19:00,"사전 연락 후 방문, 개인/단체 모두 환영",7년 전통의 대구수성 가을 동물쉼터입니다. 대구에서 가장 오래된 보호소로 현재 40마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.instagram.com/shelter1380,2025-12-04 03:07:09,2025-12-04 03:07:09
1381,user05231@test.com,부산해운대 저녁 동물쉼터,user05231@test.com,051-7835-5528,48094,부산광역시 해운대구 압구정 154,10층 165호,월-토 09:00-18:00 (일요일 휴무),"자원봉사 상시 모집, 예약 필수",8년 전통의 부산해운대 저녁 동물쉼터입니다. 부산에서 가장 오래된 보호소로 현재 50마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1382,user05237@test.com,서초 은혜 애견보호센터,user05237@test.com,02-8287-4929,06590,서울특별시 서초구 선릉 70,6층 858호,평일 10:00-17:00,"사전 예약 필수, 주말 봉사 가능",서울 소재 서초 은혜 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 48여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1383,user05239@test.com,서울강남 축복 동물쉼터,user05239@test.com,02-1782-1834,06234,서울특별시 강남구 서초중앙 175,14층 293호,월-토 09:00-18:00 (일요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",서울강남 축복 동물쉼터은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 114여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter1383.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1384,user05241@test.com,아침 애견보호센터,user05241@test.com,02-7356-1242,05288,서울특별시 강동구 선릉 59,15층 990호,평일 10:00-17:00,"사전 예약 필수, 주말 봉사 가능",서울 소재 아침 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 50여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://blog.naver.com/shelter1384,2025-12-04 03:07:09,2025-12-04 03:07:09
1385,user05242@test.com,대전유성 사랑 애견보호센터,user05242@test.com,042-2035-1827,34126,대전광역시 유성구 가락 68,4층 749호,월-토 09:00-18:00 (일요일 휴무),"사전 연락 후 방문, 개인/단체 모두 환영",대전 유성의 대전유성 사랑 애견보호센터입니다. 17년간 운영하며 51여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter1385,2025-12-04 03:07:09,2025-12-04 03:07:09
1386,user05262@test.com,강남 꿈 보호소,user05262@test.com,02-1500-1296,06234,서울특별시 강남구 선릉 98,6층 580호,화-일 09:00-18:00 (월요일 휴무),"주말 단체 봉사 우선, 평일 개인 봉사 가능",서울에 위치한 강남 꿈 보호소입니다. 현재 35여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter1386,2025-12-04 03:07:09,2025-12-04 03:07:09
1387,user05263@test.com,인천연수 별빛 애견보호센터,user05263@test.com,032-4935-6030,21990,인천광역시 연수구 테헤란 72,17층 982호,연중무휴 08:00-20:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",인천 연수의 인천연수 별빛 애견보호센터입니다. 23년간 운영하며 83여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.instagram.com/shelter1387,2025-12-04 03:07:09,2025-12-04 03:07:09
1388,user05267@test.com,온누리 보호소,user05267@test.com,02-6890-8576,06234,서울특별시 강남구 선릉 185,9층 974호,"평일 08:30-18:30, 주말 09:00-18:00",주 1회 이상 참여 가능한 분 환영,온누리 보호소은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 42여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter1388.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1389,user05273@test.com,서울서초 소망 반려동물센터,user05273@test.com,02-6830-2005,06590,서울특별시 서초구 압구정 39,13층 668호,화-일 09:00-18:00 (월요일 휴무),"자원봉사 상시 모집, 예약 필수",서울 소재 서울서초 소망 반려동물센터입니다. 넓은 운동장과 쾌적한 환경에서 78여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1389.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1390,user05276@test.com,동행 반려동물센터,user05276@test.com,051-9129-1623,48094,부산광역시 해운대구 테헤란 22,6층 468호,"평일 09:00-18:00, 주말 10:00-17:00","주중/주말 봉사 가능, 학생 봉사활동 가능",동행 반려동물센터은 부산에서 운영하는 비영리 동물보호시설입니다. 매년 109여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.instagram.com/shelter1390,2025-12-04 03:07:09,2025-12-04 03:07:09
1391,user05280@test.com,사랑 동물쉼터,user05280@test.com,062-3697-1005,61937,광주광역시 서구 석촌호수 45,18층 735호,"평일 08:30-18:30, 주말 09:00-18:00",학생 봉사활동 확인서 발급 가능,광주에 위치한 사랑 동물쉼터입니다. 현재 37여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1392,user05283@test.com,평화 동물병원,user05283@test.com,02-6480-6299,05855,서울특별시 송파구 테헤란 4,16층 189호,"평일 08:30-18:30, 주말 09:00-18:00","사전 예약 필수, 주말 봉사 가능",서울 송파의 평화 동물병원입니다. 6년간 운영하며 116여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter1392,2025-12-04 03:07:09,2025-12-04 03:07:09
1393,user05285@test.com,가을 반려동물센터,user05285@test.com,02-4809-8347,05855,서울특별시 송파구 역삼 126,14층 483호,"평일 08:30-18:30, 주말 09:00-18:00",학생 봉사활동 확인서 발급 가능,서울 소재 가을 반려동물센터입니다. 넓은 운동장과 쾌적한 환경에서 59여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1393.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1394,user05296@test.com,경기도고양 이웃 반려동물센터,user05296@test.com,031-3306-6921,10401,경기도 고양시 백제고분 37,2층 683호,월-토 09:00-18:00 (일요일 휴무),"주말 단체 봉사 우선, 평일 개인 봉사 가능",경기도 고양의 경기도고양 이웃 반려동물센터입니다. 16년간 운영하며 91여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1395,user05297@test.com,수성 봄 동물쉼터,user05297@test.com,053-4926-7901,42061,대구광역시 수성구 가락 8,8층 126호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,대구 수성의 수성 봄 동물쉼터입니다. 6년간 운영하며 21여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.shelter1395.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1396,user05298@test.com,성남 봄날 반려동물센터,user05298@test.com,031-8451-8214,13487,경기도 성남시 학동 133,16층 995호,"평일 08:30-18:30, 주말 09:00-18:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",25년 전통의 성남 봄날 반려동물센터입니다. 경기도에서 가장 오래된 보호소로 현재 87마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.instagram.com/shelter1396,2025-12-04 03:07:09,2025-12-04 03:07:09
1397,user05301@test.com,광주서 천사 애견보호센터,user05301@test.com,062-1273-6304,61937,광주광역시 서구 가락 96,19층 442호,화-일 09:00-18:00 (월요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",광주 소재 광주서 천사 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 25여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.shelter1397.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1398,user05304@test.com,강남 기쁨 동물쉼터,user05304@test.com,02-5887-9127,06234,서울특별시 강남구 잠실 128,2층 104호,화-일 09:00-18:00 (월요일 휴무),"사전 예약 필수, 주말 봉사 가능",서울 강남의 강남 기쁨 동물쉼터입니다. 14년간 운영하며 26여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter1398,2025-12-04 03:07:09,2025-12-04 03:07:09
1399,user05305@test.com,광주서 무지개 반려동물센터,user05305@test.com,062-7620-6187,61937,광주광역시 서구 개포 129,4층 696호,매일 09:00-19:00,주 1회 이상 참여 가능한 분 환영,광주 서의 광주서 무지개 반려동물센터입니다. 20년간 운영하며 49여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.shelter1399.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1400,user05308@test.com,이웃 보호소,user05308@test.com,02-3264-1451,05288,서울특별시 강동구 양재천 153,3층 364호,화-일 09:00-18:00 (월요일 휴무),주 1회 이상 참여 가능한 분 환영,7년 전통의 이웃 보호소입니다. 서울에서 가장 오래된 보호소로 현재 108마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.shelter1400.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1401,user05310@test.com,은혜 동물쉼터,user05310@test.com,062-5780-2768,61937,광주광역시 서구 봉은사 163,7층 496호,"평일 09:00-17:00, 토요일 10:00-15:00","정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",광주 서의 은혜 동물쉼터입니다. 11년간 운영하며 74여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://shelter1401.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1402,user05314@test.com,서울서초 무지개 보호소,user05314@test.com,02-1485-4866,06590,서울특별시 서초구 개포 110,14층 723호,평일 10:00-17:00,"주말 봉사 가능, 단체 봉사 환영",서울서초 무지개 보호소은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 141여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter1402.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1403,user05316@test.com,경기도용인 아침 보호소,user05316@test.com,031-1629-2616,16827,경기도 용인시 석촌호수 46,2층 971호,화-일 09:00-18:00 (월요일 휴무),"평일 봉사 가능, 1일 체험 가능",경기도에 위치한 경기도용인 아침 보호소입니다. 현재 149여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter1403,2025-12-04 03:07:09,2025-12-04 03:07:09
1404,user05333@test.com,희망 동물쉼터,user05333@test.com,02-8913-7316,06234,서울특별시 강남구 오금 6,12층 765호,"평일 08:30-18:30, 주말 09:00-18:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",서울 소재 희망 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 35여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.instagram.com/shelter1404,2025-12-04 03:07:09,2025-12-04 03:07:09
1405,user05335@test.com,은혜 동물쉼터,user05335@test.com,042-9361-5561,34126,대전광역시 유성구 백제고분 199,16층 478호,연중무휴 08:00-20:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",대전 유성의 은혜 동물쉼터입니다. 9년간 운영하며 32여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://shelter1405.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1406,user05339@test.com,여름 반려동물센터,user05339@test.com,031-7051-2574,16444,경기도 수원시 잠실 50,9층 849호,화-일 09:00-18:00 (월요일 휴무),학생 봉사활동 확인서 발급 가능,20년 전통의 여름 반려동물센터입니다. 경기도에서 가장 오래된 보호소로 현재 145마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://blog.naver.com/shelter1406,2025-12-04 03:07:09,2025-12-04 03:07:09
1407,user05341@test.com,기쁨 애견보호센터,user05341@test.com,02-4714-3854,06590,서울특별시 서초구 압구정 64,18층 981호,"평일 09:00-18:00, 주말 10:00-17:00","평일 봉사 가능, 1일 체험 가능",4년 전통의 기쁨 애견보호센터입니다. 서울에서 가장 오래된 보호소로 현재 78마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.instagram.com/shelter1407,2025-12-04 03:07:09,2025-12-04 03:07:09
1408,user05348@test.com,별빛 애견보호센터,user05348@test.com,042-3972-6046,34126,대전광역시 유성구 가락 64,18층 638호,"평일 08:30-18:30, 주말 09:00-18:00","사전 예약 필수, 주말 봉사 가능",대전 소재 별빛 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 126여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1408.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1409,user05354@test.com,평화 애견보호센터,user05354@test.com,042-2540-1071,34126,대전광역시 유성구 백제고분 194,16층 690호,연중무휴 08:00-20:00,"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",대전에 위치한 평화 애견보호센터입니다. 현재 54여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
1410,user05355@test.com,경기도고양 아침 반려동물센터,user05355@test.com,031-2253-9809,10401,경기도 고양시 석촌호수 84,20층 228호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,경기도 소재 경기도고양 아침 반려동물센터입니다. 넓은 운동장과 쾌적한 환경에서 116여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1410.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1411,user05357@test.com,천사 애견보호센터,user05357@test.com,053-7543-1862,42061,대구광역시 수성구 양재천 73,13층 188호,화-일 09:00-18:00 (월요일 휴무),"평일 봉사 가능, 1일 체험 가능",5년 전통의 천사 애견보호센터입니다. 대구에서 가장 오래된 보호소로 현재 104마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.instagram.com/shelter1411,2025-12-04 03:07:09,2025-12-04 03:07:09
1412,user05364@test.com,경기도고양 평화 애견보호센터,user05364@test.com,031-6519-3454,10401,경기도 고양시 학동 61,19층 880호,평일 10:00-17:00,"주말 단체 봉사 우선, 평일 개인 봉사 가능",경기도 소재 경기도고양 평화 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 28여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1412.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1413,user05365@test.com,동행 동물쉼터,user05365@test.com,062-9074-3954,61937,광주광역시 서구 선릉 54,6층 403호,월-토 09:00-18:00 (일요일 휴무),"주말 단체 봉사 우선, 평일 개인 봉사 가능",6년 전통의 동행 동물쉼터입니다. 광주에서 가장 오래된 보호소로 현재 38마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.instagram.com/shelter1413,2025-12-04 03:07:09,2025-12-04 03:07:09
1414,user05370@test.com,고양 나눔 보호소,user05370@test.com,031-9259-2138,10401,경기도 고양시 도산대 132,15층 670호,"평일 09:00-18:00, 주말 10:00-17:00","자원봉사 상시 모집, 예약 필수",15년 전통의 고양 나눔 보호소입니다. 경기도에서 가장 오래된 보호소로 현재 42마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://blog.naver.com/shelter1414,2025-12-04 03:07:09,2025-12-04 03:07:09
1415,user05383@test.com,아침 동물쉼터,user05383@test.com,032-7101-7750,21556,인천광역시 남동구 잠실 40,13층 669호,화-일 09:00-18:00 (월요일 휴무),"평일 봉사 가능, 1일 체험 가능",인천 소재 아침 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 97여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://blog.naver.com/shelter1415,2025-12-04 03:07:09,2025-12-04 03:07:09
1416,user05384@test.com,우리 동물병원,user05384@test.com,031-2256-1520,16827,경기도 용인시 도산대 165,15층 133호,매일 09:00-19:00,"주말 단체 봉사 우선, 평일 개인 봉사 가능",경기도에 위치한 우리 동물병원입니다. 현재 125여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter1416,2025-12-04 03:07:09,2025-12-04 03:07:09
1417,user05394@test.com,꿈 동물쉼터,user05394@test.com,053-4556-2646,42061,대구광역시 수성구 강남대 23,10층 672호,화-일 09:00-18:00 (월요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",대구에 위치한 꿈 동물쉼터입니다. 현재 137여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter1417.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1418,user05400@test.com,남동 동행 반려동물센터,user05400@test.com,032-6822-8041,21556,인천광역시 남동구 삼성 119,12층 626호,"평일 08:30-18:30, 주말 09:00-18:00","주말 봉사 가능, 단체 봉사 환영",13년 전통의 남동 동행 반려동물센터입니다. 인천에서 가장 오래된 보호소로 현재 133마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://shelter1418.com,2025-12-04 03:07:09,2025-12-04 03:07:09
1419,user05402@test.com,봄날 동물쉼터,user05402@test.com,031-3590-6276,16827,경기도 용인시 도산대 4,14층 622호,화-일 09:00-18:00 (월요일 휴무),"주말 봉사 가능, 단체 봉사 환영",봄날 동물쉼터은 경기도에서 운영하는 비영리 동물보호시설입니다. 매년 23여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.shelter1419.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1420,user05408@test.com,유성 따뜻한 동물쉼터,user05408@test.com,042-6039-4520,34126,대전광역시 유성구 언주 160,17층 458호,화-일 09:00-18:00 (월요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",대전에 위치한 유성 따뜻한 동물쉼터입니다. 현재 69여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.shelter1420.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
1421,user05410@test.com,송파 축복 동물쉼터,user05410@test.com,02-8069-9164,05855,서울특별시 송파구 언주 95,14층 215호,평일 10:00-17:00,"사전 연락 후 방문, 개인/단체 모두 환영",송파 축복 동물쉼터은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 110여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://blog.naver.com/shelter1421,2025-12-04 03:07:09,2025-12-04 03:07:09
1422,user05412@test.com,따뜻한 보호소,user05412@test.com,031-9232-2538,16444,경기도 수원시 반포대 199,19층 386호,화-일 09:00-18:00 (월요일 휴무),주 1회 이상 참여 가능한 분 환영,따뜻한 보호소은 경기도에서 운영하는 비영리 동물보호시설입니다. 매년 58여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.instagram.com/shelter1422,2025-12-04 03:07:09,2025-12-04 03:07:09
1423,user05413@test.com,따뜻한 동물병원,user05413@test.com,031-2935-7657,10401,경기도 고양시 서초중앙 129,8층 158호,매일 09:00-19:00,"사전 예약 필수, 주말 봉사 가능",경기도 소재 따뜻한 동물병원입니다. 넓은 운동장과 쾌적한 환경에서 79여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter1423.com,2025-12-04 03:07:09,2025-12-04 03:07:09
